fecha,Unidad,target,NP,anualidad_red,baja_vto,baja_sin_efec,producto,tipo_cliente,baja_excepcional,modalidad,LOPD,impago,nivel_inicio,des_nivel_inicio,nivel_final,des_nivel_final,solicitudes,asegurados
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Individual,No,Dental,Sí,No,7,No procede nivel 1,16,Baja,36,70
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Individual,No,Dental,Sí,No,8,Cont útil nivel 1,16,Baja,160,312
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Individual,Sí,Dental,No,No,1,Contact center,4,Siebel,33,63
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Individual,Sí,Dental,No,No,4,Siebel,6,Cont no útil nivel 1,5,8
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Individual,Sí,Dental,No,No,4,Siebel,7,No procede nivel 1,5,10
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Individual,Sí,Dental,No,No,4,Siebel,8,Cont útil nivel 1,23,45
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Individual,Sí,Dental,No,No,6,Cont no útil nivel 1,16,Baja,5,8
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Individual,Sí,Dental,No,No,7,No procede nivel 1,16,Baja,5,10
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Individual,Sí,Dental,No,No,8,Cont útil nivel 1,16,Baja,23,45
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Individual,Sí,Dental,Sí,No,1,Contact center,4,Siebel,63,111
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Individual,Sí,Dental,Sí,No,4,Siebel,6,Cont no útil nivel 1,10,14
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Individual,Sí,Dental,Sí,No,4,Siebel,7,No procede nivel 1,18,42
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Individual,Sí,Dental,Sí,No,4,Siebel,8,Cont útil nivel 1,35,55
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Individual,Sí,Dental,Sí,No,6,Cont no útil nivel 1,16,Baja,10,14
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Individual,Sí,Dental,Sí,No,7,No procede nivel 1,16,Baja,18,42
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Individual,Sí,Dental,Sí,No,8,Cont útil nivel 1,16,Baja,35,55
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,No,Asistencia,No,No,1,Contact center,4,Siebel,13,37
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,No,Asistencia,No,No,4,Siebel,6,Cont no útil nivel 1,1,2
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,No,Asistencia,No,No,4,Siebel,7,No procede nivel 1,5,12
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,No,Asistencia,No,No,4,Siebel,8,Cont útil nivel 1,7,23
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,No,Asistencia,No,No,6,Cont no útil nivel 1,16,Baja,1,2
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,No,Asistencia,No,No,7,No procede nivel 1,16,Baja,5,12
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,No,Asistencia,No,No,8,Cont útil nivel 1,16,Baja,7,23
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,No,Asistencia,Sí,No,1,Contact center,4,Siebel,26,48
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,No,Asistencia,Sí,No,4,Siebel,6,Cont no útil nivel 1,2,4
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,No,Asistencia,Sí,No,4,Siebel,7,No procede nivel 1,6,15
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,No,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,18,29
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,No,Asistencia,Sí,No,6,Cont no útil nivel 1,16,Baja,2,4
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,No,Asistencia,Sí,No,7,No procede nivel 1,16,Baja,6,15
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,No,Asistencia,Sí,No,8,Cont útil nivel 1,16,Baja,18,29
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,No,Dental,Sí,No,1,Contact center,4,Siebel,2,6
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,No,Dental,Sí,No,4,Siebel,7,No procede nivel 1,1,5
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,No,Dental,Sí,No,4,Siebel,8,Cont útil nivel 1,1,1
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,No,Dental,Sí,No,7,No procede nivel 1,16,Baja,1,5
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,No,Dental,Sí,No,8,Cont útil nivel 1,16,Baja,1,1
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,No,No,1,Contact center,4,Siebel,4,8
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,No,No,4,Siebel,7,No procede nivel 1,2,3
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,No,No,4,Siebel,8,Cont útil nivel 1,2,5
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,No,No,7,No procede nivel 1,16,Baja,2,3
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,No,No,8,Cont útil nivel 1,16,Baja,2,5
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,No,1,Contact center,4,Siebel,12,23
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,No,4,Siebel,6,Cont no útil nivel 1,2,4
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,No,4,Siebel,7,No procede nivel 1,2,2
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,8,17
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,No,6,Cont no útil nivel 1,16,Baja,2,4
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,No,7,No procede nivel 1,16,Baja,2,2
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,No,8,Cont útil nivel 1,16,Baja,8,17
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,Sí,Dental,Sí,No,1,Contact center,4,Siebel,3,3
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,Sí,Dental,Sí,No,4,Siebel,8,Cont útil nivel 1,3,3
31/08/2020,Contact center,No,No,3,Sí,No,Resto,Pyme,Sí,Dental,Sí,No,8,Cont útil nivel 1,16,Baja,3,3
31/08/2020,Contact center,No,No,Desconocid,,No,Resto,Individual,,,No,No,1,Contact center,4,Siebel,3,6
31/08/2020,Contact center,No,No,Desconocid,,No,Resto,Individual,,,No,No,4,Siebel,8,Cont útil nivel 1,3,6
31/08/2020,Contact center,No,No,Desconocid,,No,Resto,Individual,,,No,No,8,Cont útil nivel 1,15,Retenido arg,3,6
31/08/2020,Contact center,No,No,Desconocid,,No,Resto,Individual,,,Sí,No,1,Contact center,4,Siebel,2,2
31/08/2020,Contact center,No,No,Desconocid,,No,Resto,Individual,,,Sí,No,4,Siebel,8,Cont útil nivel 1,2,2
31/08/2020,Contact center,No,No,Desconocid,,No,Resto,Individual,,,Sí,No,8,Cont útil nivel 1,15,Retenido arg,2,2
31/08/2020,Contact center,No,No,Desconocid,,No,Resto,Individual,,Asistencia,Sí,No,1,Contact center,4,Siebel,1,1
31/08/2020,Contact center,No,No,Desconocid,,No,Resto,Individual,,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,1,1
31/08/2020,Contact center,No,No,Desconocid,,No,Resto,Individual,,Asistencia,Sí,No,8,Cont útil nivel 1,14,Retenido,1,1
31/08/2020,Contact center,No,No,Desconocid,,No,Resto,Individual,,Dental,Sí,No,1,Contact center,4,Siebel,1,2
31/08/2020,Contact center,No,No,Desconocid,,No,Resto,Individual,,Dental,Sí,No,4,Siebel,8,Cont útil nivel 1,1,2
31/08/2020,Contact center,No,No,Desconocid,,No,Resto,Individual,,Dental,Sí,No,8,Cont útil nivel 1,15,Retenido arg,1,2
31/08/2020,Contact center,No,No,Desconocid,,No,Resto,Pyme,,,Sí,No,1,Contact center,4,Siebel,1,2
31/08/2020,Contact center,No,No,Desconocid,,No,Resto,Pyme,,,Sí,No,4,Siebel,8,Cont útil nivel 1,1,2
31/08/2020,Contact center,No,No,Desconocid,,No,Resto,Pyme,,,Sí,No,8,Cont útil nivel 1,15,Retenido arg,1,2
31/08/2020,Contact center,No,No,Desconocid,,No,Resto,Pyme,,Asistencia,No,No,1,Contact center,4,Siebel,210,1258
31/08/2020,Contact center,No,No,Desconocid,,No,Resto,Pyme,,Asistencia,No,No,4,Siebel,8,Cont útil nivel 1,210,1258
31/08/2020,Contact center,No,No,Desconocid,,No,Resto,Pyme,,Asistencia,No,No,8,Cont útil nivel 1,14,Retenido,209,1251
31/08/2020,Contact center,No,No,Desconocid,,No,Resto,Pyme,,Asistencia,No,No,8,Cont útil nivel 1,15,Retenido arg,1,7
31/08/2020,Contact center,No,No,Desconocid,,No,Resto,Pyme,,Asistencia,Sí,No,1,Contact center,4,Siebel,297,1907
31/08/2020,Contact center,No,No,Desconocid,,No,Resto,Pyme,,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,297,1907
31/08/2020,Contact center,No,No,Desconocid,,No,Resto,Pyme,,Asistencia,Sí,No,8,Cont útil nivel 1,14,Retenido,293,1872
31/08/2020,Contact center,No,No,Desconocid,,No,Resto,Pyme,,Asistencia,Sí,No,8,Cont útil nivel 1,15,Retenido arg,4,35
31/08/2020,Contact center,No,No,Desconocid,No,No,Basico,Individual,No,Asistencia,Sí,No,1,Contact center,4,Siebel,1,3
31/08/2020,Contact center,No,No,Desconocid,No,No,Basico,Individual,No,Asistencia,Sí,No,4,Siebel,7,No procede nivel 1,1,3
31/08/2020,Contact center,No,No,Desconocid,No,No,Basico,Individual,No,Asistencia,Sí,No,7,No procede nivel 1,16,Baja,1,3
31/08/2020,Contact center,No,No,Desconocid,No,No,Resto,Individual,No,Dental,Sí,No,1,Contact center,4,Siebel,2,5
31/08/2020,Contact center,No,No,Desconocid,No,No,Resto,Individual,No,Dental,Sí,No,4,Siebel,7,No procede nivel 1,1,3
31/08/2020,Contact center,No,No,Desconocid,No,No,Resto,Individual,No,Dental,Sí,No,4,Siebel,8,Cont útil nivel 1,1,2
31/08/2020,Contact center,No,No,Desconocid,No,No,Resto,Individual,No,Dental,Sí,No,7,No procede nivel 1,16,Baja,1,3
31/08/2020,Contact center,No,No,Desconocid,No,No,Resto,Individual,No,Dental,Sí,No,8,Cont útil nivel 1,16,Baja,1,2
31/08/2020,Contact center,No,Sí,1,,No,Mybox,Individual,,Asistencia,No,No,1,Contact center,4,Siebel,9,15
31/08/2020,Contact center,No,Sí,1,,No,Mybox,Individual,,Asistencia,No,No,4,Siebel,8,Cont útil nivel 1,9,15
31/08/2020,Contact center,No,Sí,1,,No,Mybox,Individual,,Asistencia,No,No,8,Cont útil nivel 1,14,Retenido,8,14
31/08/2020,Contact center,No,Sí,1,,No,Mybox,Individual,,Asistencia,No,No,8,Cont útil nivel 1,15,Retenido arg,1,1
31/08/2020,Contact center,No,Sí,1,,No,Mybox,Individual,,Asistencia,Sí,No,1,Contact center,4,Siebel,56,101
31/08/2020,Contact center,No,Sí,1,,No,Mybox,Individual,,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,56,101
31/08/2020,Contact center,No,Sí,1,,No,Mybox,Individual,,Asistencia,Sí,No,8,Cont útil nivel 1,14,Retenido,47,91
31/08/2020,Contact center,No,Sí,1,,No,Mybox,Individual,,Asistencia,Sí,No,8,Cont útil nivel 1,15,Retenido arg,9,10
31/08/2020,Contact center,No,Sí,1,,No,Mybox,Individual,,Asistencia,Sí,No,14,Retenido,17,Baja final,1,4
31/08/2020,Contact center,No,Sí,1,,No,Plena,Individual,,Asistencia,Sí,No,1,Contact center,4,Siebel,4,4
31/08/2020,Contact center,No,Sí,1,,No,Plena,Individual,,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,4,4
31/08/2020,Contact center,No,Sí,1,,No,Plena,Individual,,Asistencia,Sí,No,8,Cont útil nivel 1,14,Retenido,4,4
31/08/2020,Contact center,No,Sí,1,,No,Plena,Individual,,Asistencia,Sí,No,14,Retenido,17,Baja final,2,2
31/08/2020,Contact center,No,Sí,1,,No,Resto,Individual,,Asistencia,No,No,1,Contact center,4,Siebel,1,1
31/08/2020,Contact center,No,Sí,1,,No,Resto,Individual,,Asistencia,No,No,4,Siebel,8,Cont útil nivel 1,1,1
31/08/2020,Contact center,No,Sí,1,,No,Resto,Individual,,Asistencia,No,No,8,Cont útil nivel 1,14,Retenido,1,1
31/08/2020,Contact center,No,Sí,1,,No,Resto,Individual,,Asistencia,Sí,No,1,Contact center,4,Siebel,3,4
31/08/2020,Contact center,No,Sí,1,,No,Resto,Individual,,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,3,4
31/08/2020,Contact center,No,Sí,1,,No,Resto,Individual,,Asistencia,Sí,No,8,Cont útil nivel 1,14,Retenido,3,4
31/08/2020,Contact center,No,Sí,1,,No,Resto,Individual,,Dental,No,No,1,Contact center,4,Siebel,3,6
31/08/2020,Contact center,No,Sí,1,,No,Resto,Individual,,Dental,No,No,4,Siebel,8,Cont útil nivel 1,3,6
31/08/2020,Contact center,No,Sí,1,,No,Resto,Individual,,Dental,No,No,8,Cont útil nivel 1,14,Retenido,3,6
31/08/2020,Contact center,No,Sí,1,,No,Resto,Individual,,Dental,Sí,No,1,Contact center,4,Siebel,6,16
31/08/2020,Contact center,No,Sí,1,,No,Resto,Individual,,Dental,Sí,No,4,Siebel,8,Cont útil nivel 1,6,16
31/08/2020,Contact center,No,Sí,1,,No,Resto,Individual,,Dental,Sí,No,8,Cont útil nivel 1,14,Retenido,6,16
31/08/2020,Contact center,No,Sí,1,,No,Resto,Individual,,Dental,Sí,No,14,Retenido,17,Baja final,1,4
31/08/2020,Contact center,No,Sí,1,,No,Resto,Pyme,,Asistencia,Sí,No,1,Contact center,4,Siebel,1,2
31/08/2020,Contact center,No,Sí,1,,No,Resto,Pyme,,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,1,2
31/08/2020,Contact center,No,Sí,1,,No,Resto,Pyme,,Asistencia,Sí,No,8,Cont útil nivel 1,14,Retenido,1,2
31/08/2020,Contact center,No,Sí,1,,No,Resto,Pyme,,Dental,Sí,No,1,Contact center,4,Siebel,1,4
31/08/2020,Contact center,No,Sí,1,,No,Resto,Pyme,,Dental,Sí,No,4,Siebel,8,Cont útil nivel 1,1,4
31/08/2020,Contact center,No,Sí,1,,No,Resto,Pyme,,Dental,Sí,No,8,Cont útil nivel 1,14,Retenido,1,4
31/08/2020,Contact center,No,Sí,1,No,No,Basico,Individual,No,Asistencia,No,No,1,Contact center,4,Siebel,3,6
31/08/2020,Contact center,No,Sí,1,No,No,Basico,Individual,No,Asistencia,No,No,4,Siebel,7,No procede nivel 1,1,1
31/08/2020,Contact center,No,Sí,1,No,No,Basico,Individual,No,Asistencia,No,No,4,Siebel,8,Cont útil nivel 1,2,5
31/08/2020,Contact center,No,Sí,1,No,No,Basico,Individual,No,Asistencia,No,No,7,No procede nivel 1,16,Baja,1,1
31/08/2020,Contact center,No,Sí,1,No,No,Basico,Individual,No,Asistencia,No,No,8,Cont útil nivel 1,16,Baja,2,5
31/08/2020,Contact center,No,Sí,1,No,No,Basico,Individual,No,Asistencia,Sí,No,1,Contact center,4,Siebel,6,7
31/08/2020,Contact center,No,Sí,1,No,No,Basico,Individual,No,Asistencia,Sí,No,4,Siebel,7,No procede nivel 1,2,2
31/08/2020,Contact center,No,Sí,1,No,No,Basico,Individual,No,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,4,5
31/08/2020,Contact center,No,Sí,1,No,No,Basico,Individual,No,Asistencia,Sí,No,7,No procede nivel 1,16,Baja,2,2
31/08/2020,Contact center,No,Sí,1,No,No,Basico,Individual,No,Asistencia,Sí,No,8,Cont útil nivel 1,16,Baja,4,5
31/08/2020,Contact center,No,Sí,1,No,No,Basico,Individual,Sí,Asistencia,No,No,1,Contact center,4,Siebel,1,1
31/08/2020,Contact center,No,Sí,1,No,No,Basico,Individual,Sí,Asistencia,No,No,4,Siebel,8,Cont útil nivel 1,1,1
31/08/2020,Contact center,No,Sí,1,No,No,Basico,Individual,Sí,Asistencia,No,No,8,Cont útil nivel 1,16,Baja,1,1
31/08/2020,Contact center,No,Sí,1,No,No,Mybox,Individual,No,Asistencia,No,No,1,Contact center,4,Siebel,15,25
31/08/2020,Contact center,No,Sí,1,No,No,Mybox,Individual,No,Asistencia,No,No,4,Siebel,6,Cont no útil nivel 1,2,4
31/08/2020,Contact center,No,Sí,1,No,No,Mybox,Individual,No,Asistencia,No,No,4,Siebel,7,No procede nivel 1,9,17
31/08/2020,Contact center,No,Sí,1,No,No,Mybox,Individual,No,Asistencia,No,No,4,Siebel,8,Cont útil nivel 1,4,4
31/08/2020,Contact center,No,Sí,1,No,No,Mybox,Individual,No,Asistencia,No,No,6,Cont no útil nivel 1,16,Baja,2,4
31/08/2020,Contact center,No,Sí,1,No,No,Mybox,Individual,No,Asistencia,No,No,7,No procede nivel 1,16,Baja,9,17
31/08/2020,Contact center,No,Sí,1,No,No,Mybox,Individual,No,Asistencia,No,No,8,Cont útil nivel 1,16,Baja,4,4
31/08/2020,Contact center,No,Sí,1,No,No,Mybox,Individual,No,Asistencia,Sí,No,1,Contact center,4,Siebel,32,49
31/08/2020,Contact center,No,Sí,1,No,No,Mybox,Individual,No,Asistencia,Sí,No,4,Siebel,6,Cont no útil nivel 1,1,1
31/08/2020,Contact center,No,Sí,1,No,No,Mybox,Individual,No,Asistencia,Sí,No,4,Siebel,7,No procede nivel 1,11,17
31/08/2020,Contact center,No,Sí,1,No,No,Mybox,Individual,No,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,20,31
31/08/2020,Contact center,No,Sí,1,No,No,Mybox,Individual,No,Asistencia,Sí,No,6,Cont no útil nivel 1,16,Baja,1,1
31/08/2020,Contact center,No,Sí,1,No,No,Mybox,Individual,No,Asistencia,Sí,No,7,No procede nivel 1,16,Baja,11,17
31/08/2020,Contact center,No,Sí,1,No,No,Mybox,Individual,No,Asistencia,Sí,No,8,Cont útil nivel 1,16,Baja,19,30
31/08/2020,Contact center,No,Sí,1,No,No,Mybox,Individual,No,Asistencia,Sí,No,8,Cont útil nivel 1,18,Traspaso,1,1
31/08/2020,Contact center,No,Sí,1,No,No,Mybox,Individual,Sí,Asistencia,Sí,No,1,Contact center,4,Siebel,3,4
31/08/2020,Contact center,No,Sí,1,No,No,Mybox,Individual,Sí,Asistencia,Sí,No,4,Siebel,7,No procede nivel 1,2,3
31/08/2020,Contact center,No,Sí,1,No,No,Mybox,Individual,Sí,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,1,1
31/08/2020,Contact center,No,Sí,1,No,No,Mybox,Individual,Sí,Asistencia,Sí,No,7,No procede nivel 1,16,Baja,1,1
31/08/2020,Contact center,No,Sí,1,No,No,Mybox,Individual,Sí,Asistencia,Sí,No,7,No procede nivel 1,18,Traspaso,1,2
31/08/2020,Contact center,No,Sí,1,No,No,Mybox,Individual,Sí,Asistencia,Sí,No,8,Cont útil nivel 1,16,Baja,1,1
31/08/2020,Contact center,No,Sí,1,No,No,Plena,Individual,No,Asistencia,No,No,1,Contact center,4,Siebel,4,6
31/08/2020,Contact center,No,Sí,1,No,No,Plena,Individual,No,Asistencia,No,No,4,Siebel,6,Cont no útil nivel 1,1,2
31/08/2020,Contact center,No,Sí,1,No,No,Plena,Individual,No,Asistencia,No,No,4,Siebel,7,No procede nivel 1,2,2
31/08/2020,Contact center,No,Sí,1,No,No,Plena,Individual,No,Asistencia,No,No,4,Siebel,8,Cont útil nivel 1,1,2
31/08/2020,Contact center,No,Sí,1,No,No,Plena,Individual,No,Asistencia,No,No,6,Cont no útil nivel 1,16,Baja,1,2
31/08/2020,Contact center,No,Sí,1,No,No,Plena,Individual,No,Asistencia,No,No,7,No procede nivel 1,16,Baja,2,2
31/08/2020,Contact center,No,Sí,1,No,No,Plena,Individual,No,Asistencia,No,No,8,Cont útil nivel 1,16,Baja,0,1
31/08/2020,Contact center,No,Sí,1,No,No,Plena,Individual,No,Asistencia,No,No,8,Cont útil nivel 1,18,Traspaso,1,1
31/08/2020,Contact center,No,Sí,1,No,No,Plena,Individual,No,Asistencia,Sí,No,1,Contact center,4,Siebel,13,17
31/08/2020,Contact center,No,Sí,1,No,No,Plena,Individual,No,Asistencia,Sí,No,4,Siebel,7,No procede nivel 1,7,11
31/08/2020,Contact center,No,Sí,1,No,No,Plena,Individual,No,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,6,6
31/08/2020,Contact center,No,Sí,1,No,No,Plena,Individual,No,Asistencia,Sí,No,7,No procede nivel 1,16,Baja,7,11
31/08/2020,Contact center,No,Sí,1,No,No,Plena,Individual,No,Asistencia,Sí,No,8,Cont útil nivel 1,16,Baja,6,6
31/08/2020,Contact center,No,Sí,1,No,No,Plena,Individual,Sí,Asistencia,Sí,No,1,Contact center,4,Siebel,1,1
31/08/2020,Contact center,No,Sí,1,No,No,Plena,Individual,Sí,Asistencia,Sí,No,4,Siebel,7,No procede nivel 1,1,1
31/08/2020,Contact center,No,Sí,1,No,No,Plena,Individual,Sí,Asistencia,Sí,No,7,No procede nivel 1,16,Baja,1,1
31/08/2020,Contact center,No,Sí,1,No,No,Resto,Individual,No,Asistencia,No,No,1,Contact center,4,Siebel,3,4
31/08/2020,Contact center,No,Sí,1,No,No,Resto,Individual,No,Asistencia,No,No,4,Siebel,8,Cont útil nivel 1,3,4
31/08/2020,Contact center,No,Sí,1,No,No,Resto,Individual,No,Asistencia,No,No,8,Cont útil nivel 1,16,Baja,2,3
31/08/2020,Contact center,No,Sí,1,No,No,Resto,Individual,No,Asistencia,No,No,8,Cont útil nivel 1,18,Traspaso,1,1
31/08/2020,Contact center,No,Sí,1,No,No,Resto,Individual,No,Dental,No,No,1,Contact center,4,Siebel,4,7
31/08/2020,Contact center,No,Sí,1,No,No,Resto,Individual,No,Dental,No,No,4,Siebel,7,No procede nivel 1,3,6
31/08/2020,Contact center,No,Sí,1,No,No,Resto,Individual,No,Dental,No,No,4,Siebel,8,Cont útil nivel 1,1,1
31/08/2020,Contact center,No,Sí,1,No,No,Resto,Individual,No,Dental,No,No,7,No procede nivel 1,16,Baja,3,6
31/08/2020,Contact center,No,Sí,1,No,No,Resto,Individual,No,Dental,No,No,8,Cont útil nivel 1,16,Baja,1,1
31/08/2020,Contact center,No,Sí,1,No,No,Resto,Individual,No,Dental,Sí,No,1,Contact center,4,Siebel,13,15
31/08/2020,Contact center,No,Sí,1,No,No,Resto,Individual,No,Dental,Sí,No,4,Siebel,7,No procede nivel 1,6,6
31/08/2020,Contact center,No,Sí,1,No,No,Resto,Individual,No,Dental,Sí,No,4,Siebel,8,Cont útil nivel 1,7,9
31/08/2020,Contact center,No,Sí,1,No,No,Resto,Individual,No,Dental,Sí,No,7,No procede nivel 1,16,Baja,6,6
31/08/2020,Contact center,No,Sí,1,No,No,Resto,Individual,No,Dental,Sí,No,8,Cont útil nivel 1,16,Baja,6,8
31/08/2020,Contact center,No,Sí,1,No,No,Resto,Individual,No,Dental,Sí,No,8,Cont útil nivel 1,18,Traspaso,1,1
31/08/2020,Contact center,No,Sí,1,No,No,Resto,Individual,Sí,Dental,Sí,No,1,Contact center,4,Siebel,1,1
31/08/2020,Contact center,No,Sí,1,No,No,Resto,Individual,Sí,Dental,Sí,No,4,Siebel,8,Cont útil nivel 1,1,1
31/08/2020,Contact center,No,Sí,1,No,No,Resto,Individual,Sí,Dental,Sí,No,8,Cont útil nivel 1,16,Baja,1,1
31/08/2020,Contact center,No,Sí,1,No,No,Resto,Pyme,No,Asistencia,Sí,No,1,Contact center,4,Siebel,2,3
31/08/2020,Contact center,No,Sí,1,No,No,Resto,Pyme,No,Asistencia,Sí,No,4,Siebel,7,No procede nivel 1,1,2
31/08/2020,Contact center,No,Sí,1,No,No,Resto,Pyme,No,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,1,1
31/08/2020,Contact center,No,Sí,1,No,No,Resto,Pyme,No,Asistencia,Sí,No,7,No procede nivel 1,16,Baja,1,2
31/08/2020,Contact center,No,Sí,1,No,No,Resto,Pyme,No,Asistencia,Sí,No,8,Cont útil nivel 1,16,Baja,1,1
31/08/2020,Contact center,No,Sí,1,No,Sí,Basico,Individual,No,Asistencia,No,No,1,Contact center,4,Siebel,2,3
31/08/2020,Contact center,No,Sí,1,No,Sí,Basico,Individual,No,Asistencia,No,No,4,Siebel,7,No procede nivel 1,2,3
31/08/2020,Contact center,No,Sí,1,No,Sí,Basico,Individual,No,Asistencia,No,No,7,No procede nivel 1,16,Baja,2,3
31/08/2020,Contact center,No,Sí,1,No,Sí,Mybox,Individual,No,Asistencia,No,No,1,Contact center,4,Siebel,2,4
31/08/2020,Contact center,No,Sí,1,No,Sí,Mybox,Individual,No,Asistencia,No,No,4,Siebel,8,Cont útil nivel 1,2,4
31/08/2020,Contact center,No,Sí,1,No,Sí,Mybox,Individual,No,Asistencia,No,No,8,Cont útil nivel 1,16,Baja,2,4
31/08/2020,Contact center,No,Sí,1,No,Sí,Mybox,Individual,No,Asistencia,Sí,No,1,Contact center,4,Siebel,6,7
31/08/2020,Contact center,No,Sí,1,No,Sí,Mybox,Individual,No,Asistencia,Sí,No,4,Siebel,7,No procede nivel 1,2,2
31/08/2020,Contact center,No,Sí,1,No,Sí,Mybox,Individual,No,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,4,5
31/08/2020,Contact center,No,Sí,1,No,Sí,Mybox,Individual,No,Asistencia,Sí,No,7,No procede nivel 1,16,Baja,2,2
31/08/2020,Contact center,No,Sí,1,No,Sí,Mybox,Individual,No,Asistencia,Sí,No,8,Cont útil nivel 1,16,Baja,4,5
31/08/2020,Contact center,No,Sí,1,No,Sí,Mybox,Individual,Sí,Asistencia,Sí,No,1,Contact center,4,Siebel,4,4
31/08/2020,Contact center,No,Sí,1,No,Sí,Mybox,Individual,Sí,Asistencia,Sí,No,4,Siebel,7,No procede nivel 1,3,3
31/08/2020,Contact center,No,Sí,1,No,Sí,Mybox,Individual,Sí,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,1,1
31/08/2020,Contact center,No,Sí,1,No,Sí,Mybox,Individual,Sí,Asistencia,Sí,No,7,No procede nivel 1,16,Baja,3,3
31/08/2020,Contact center,No,Sí,1,No,Sí,Mybox,Individual,Sí,Asistencia,Sí,No,8,Cont útil nivel 1,16,Baja,1,1
31/08/2020,Contact center,No,Sí,1,No,Sí,Plena,Individual,No,Asistencia,No,No,1,Contact center,4,Siebel,5,5
31/08/2020,Contact center,No,Sí,1,No,Sí,Plena,Individual,No,Asistencia,No,No,4,Siebel,7,No procede nivel 1,2,2
31/08/2020,Contact center,No,Sí,1,No,Sí,Plena,Individual,No,Asistencia,No,No,4,Siebel,8,Cont útil nivel 1,3,3
